text,author,score,datetime
"If you drive into a ULEZ zone every day on a short commute, and can charge on cheap rate electricity, then this car will pay for itself totally in about 2-3 months, after that it's just money in the bank. £1500 is half the price of many electric bicycles FFS. For that you get an ultra reliable and fairly sophisticated town runabout, with almost zero maintenance costs.",@leehargreaves7473,0,2024-04-10T14:42:24Z
"I like the car, I like the idea. But you can buy so much petrol for the price of a fresh battery pack for one of those that there's absolutely no use unless you only do very short hops. I drive 30.000km (18.6k miles( per year. Useless for me. I'd mostly be charging.",@rollingtroll,0,2024-04-10T14:41:45Z
"An old battery does not hold its charge for very long when left standing.  Just imagine, we may fully charge the battery overnight, only to find there's no power left a few days later even if we haven't used it!!   My  own reasoning is - be very suspicious of any EV of five or more years old.",@stanthesteelguitarman8228,0,2024-04-10T14:41:36Z
Evs are a rip off from the start never mind a ten year old one bollocks to all you ev muppets,@big_gooch1601,0,2024-04-10T14:40:38Z
I would imagine suspension parts would wear more quickly on an older EV due to the additional weight only time will tell.,@ArthurDaley1,0,2024-04-10T14:39:32Z
A used hybrid is a much better value in my opinion. I bought a used prius with 75k miles and I can still get 55 MPG out of is on my commute. And it's over 10 years old.,@Mrstubbsthezombie,0,2024-04-10T14:39:23Z
Electric cars are a rip off full stop.44k miles and knackered😂,@muckspreader1able,0,2024-04-10T14:39:18Z
What's the deal? You going around damaging road signs!,@mb2042,0,2024-04-10T14:38:32Z
"So what ya saying I'm 70,000 km and ya chuck it to the tip yay everyone let's go electric pfftt not 😂👎👎",@melnickharris1177,0,2024-04-10T14:36:30Z
"Absolutely perfect cheap little town car, as long as you have a place to park the car to charge it at home.
We really need charge points on the road on housing estate lamp posts.",@terryhayward7905,0,2024-04-10T14:36:19Z
Now do it in cold weather with the heating on 😂,@ollie8329,0,2024-04-10T14:36:14Z
"I don't know why all the battery health information is not accessible on the built in screen. Why do I need a 3rd party, community owned dongle for this?",@SlosII,0,2024-04-10T14:35:51Z
"It is so annoying watching these cheap car videos from uk/us, and then looking on the prices over in german and seing the same shitbox costing 4.5 times more",@piani07,0,2024-04-10T14:34:58Z
My 25 year old Mustang GT still has full range? What gives,@user-bv3wo2qh1d,0,2024-04-10T14:34:00Z
Great video. Old EV still rocking it and just exceeding its computer's range estimate.,@timw1971,0,2024-04-10T14:30:53Z
i made a vid trying to drift one of these cars,@colinrefine,0,2024-04-10T14:30:53Z
2:47 Parking Lot!? You're not American Mat.,@ollieb81,0,2024-04-10T14:30:44Z
"regen will never give you that much power back, you'd be better off towing a diesel generator that's running so you can charge while you drive.",@ASBO_LUTELY,1,2024-04-10T14:30:21Z
"Our Mini Cooper S is 15 years old 165,000 miles runs sweet as a nut. EVs are junk over 7 years old.",@silvermovermedia9737,0,2024-04-10T14:29:37Z
THATS GOOD ENOUGH TO DRIVE AROUND UR OWN PROPERTY 😂😂😂,@dtruth5769,0,2024-04-10T14:26:18Z
"Let the marked decide, not the politicians.",@leilighet205,1,2024-04-10T14:25:05Z
Short range and ugly styling = no,@thomasmason3483,0,2024-04-10T14:24:42Z
£2000 for a replacement battery that isn't even 100% health😂😂😂😂😂😂 I can buy an entire ICE car for that wtf,@calkickass,0,2024-04-10T14:23:36Z
"Point is is that you can buy a little 2010 1.2 diesel clio that does 75mpg, that costs nothing to insure, pocket money to tax and you don't have to worry that in a few years time you have to scrap the car or spend thousands having a new battery put in it. Alot of you talk about how cheap it is to charge but 1. It's getting more expensive to charge ev's and 2. It'll be more expensive when you have to spend thousands on a fairly new car having a new battery put in. What's the point in buying a car that in 20 years will be scrap metal, no cheaper and you'd have to buy a new car long long before any cheap little diesel driver would",@cdc558,7,2024-04-10T14:23:06Z
The stats for those early Leafs was 73miles/ 117km when it was new.  That 124 miles is probably later bigger battery model.,@rikuperry2792,9,2024-04-10T14:23:05Z
"No, used EVs can be a ripoff like any other car if you don't do your homework or they can be profitable if you intend to buy a bad EV and make a YouTube video about it. I personally wouldn't buy a used EV knowing that the previous owner could have done major damage to the battery, but that's alsp true for normal cars. This particular EV has tons of issues that's been reported all over the internet. However, $1,500 can be a steal if you just need a commuter car and can charge at home overnight.

Just do your research before making any major purchase and never trust the salesperson, company, or fan boys on Twitter and in the comments section.",@lanceareadbhar,0,2024-04-10T14:21:19Z
Terrible range. Imagine if it had been dark and cold with lights and heater on and possibly with some 70 mph motorway driving. Madness to buy one in my opinion and it'll only get worse. Oh and it's butt ugly as well.,@QuickSplashVideo-rm2kh,0,2024-04-10T14:19:45Z
"common sense .. Energizer battery ,, in order for them to stay a float they have to constantly sell batteries to have capital to make them ,, the EV battery has to be constantly produced to be able to sustain construction . the cost to make out weighs what the battery is worth .. all these battery companies in china are going under because they cannot sell enough batteries too maintain the company ,, the lithium price has dropped so much that an ev will become worthless because you cannot build a battery for it hmmmmmm",@bengordon7635,0,2024-04-10T14:18:13Z
"You just need to use an older LEAF properly, and by that I mean as an errand-car. We've got a 2017 which does ~90 miles on a full charge. We trickle charge at night on an EV tariff, so it costs almost nothing to run. It also means that we only use our Kodiaq when we're driving longer distances, and are saving £££ on diesel costs as a result. the LEAF certainly wouldn't be suitable as a primary car for us, but it's perfect & cheap as a second run-around. Note though that cold weather kills the range, as does driving over 60mph....",@gregorybrook648,0,2024-04-10T14:17:47Z
I have a Nissan leaf and i just bought an adapter for the chademo port. Now i can actually use all ccs2 chargers which is making the car much more useful and worth the money,@stoilpoparov,0,2024-04-10T14:17:02Z
It certainly feels that there will be a potential market for swapping used car batteries.,@MarkusHansson,0,2024-04-10T14:12:49Z
"59 miles jesus, that is just terrible. I could never!! imagine if you want to go anywhere, a drive holiday or anything!
And for the EV... en future second hand sale... no anything but... you cannot maintain the car yourself basically. So these cars will far easier get neglected.",@Conceptcreator,2,2024-04-10T14:10:53Z
"Matt, have you never had a smartphone for longer than 1 year? Batteries degrade FAST and bed regular replacing.

Same thing on an EV. That's why I don't like EV's. They are planned obsolescence

Meanwhile our 20 year old Toyota is still going strong and gets great mileage",@MrOrtmeier,0,2024-04-10T14:10:46Z
"I had one of these for a few years. a 12 reg with similar battery health indicated.
With a charger at home, it was perfect for the daily commute, that was till the heater failed. A common issue with these. A quote of £3000 to replace it.
Though not sure if that was a 2011 and 2012 model issue, Maybe the 2013 is better? Also model with heated seats is really worth it, unfortunately I did not have them. So I went back to Diesel.",@AnthonyTeasdale,2,2024-04-10T14:06:16Z
"now? Yes... cost of power has tripled, just like all government pushed schemes, they do it to con us. Scrappage scheme to make us buy diesels then basically ban them or tax us to death to keep and run them.",@Jigsjigz,0,2024-04-10T14:05:10Z
"EVs are a scam, in all contexts or prices",@manufacturedfear,0,2024-04-10T14:03:02Z
When I had my MK1 Leaf my average speed was 17mph.  For town driving it’s a bargain. £1500. Working 9 miles away A commute would cost me 90p a day.,@premium4421,0,2024-04-10T14:01:18Z
Another stupid carwow video pointless,@SSHHABBA,0,2024-04-10T13:59:22Z
"So drive in economy mode, drive like a granny, don’t put any blowers on or radio or dare open a window, looked fun with all traffic built up behind you.",@markcarson8,1,2024-04-10T13:59:04Z
Alternative fuels like Biofuel and Hydrogen are the future.,@jammiedodger7040,0,2024-04-10T13:58:16Z
"about the windows going up slowly, did you check the 12v battery? that could also affect the range because of the internal resitance",@DanielMarinescu,1,2024-04-10T13:57:17Z
Think I’ll stick to me Petrol Golf,@cblack1green,0,2024-04-10T13:55:56Z
"First generation Nissan Leaf is terrible, battery degradation leads to abysmal range…….😅",@etopsflight3954,0,2024-04-10T13:55:35Z
"Yes is the answer to your question.
There is no logical reason for anyone to buy one.",@Oldladysgin,0,2024-04-10T13:54:55Z
"9.42 min, I don't think I'd drive the car with a sidewall like that...",@1maico1,0,2024-04-10T13:54:46Z
"1500 Euros?? I cant even buy a decent used car for that price here in hungary, the cheapest Leaf on sale costs 5700 EUR and it has 40% left in its battery... lets just say this is a good test and works well in the UK, but used car prices just really doesnt let you buy a used EV with good capacity. Not to meantion other problems like rust.",@ezustnyil8414,0,2024-04-10T13:54:33Z
just get a diesel generator...put on the roof...problem sorted,@travelz3216,0,2024-04-10T13:51:53Z
EVs are a rip off...full stop.,@Oldladysgin,0,2024-04-10T13:51:38Z
Think about how much money the government will lose from fuel duty ! I wonder where they will recover it from ??😂😂😂,@brianferguson7840,1,2024-04-10T13:49:36Z
I firmly believe that new EVs are a rip-off.,@user-yq4sp5ij6u,0,2024-04-10T13:47:15Z
£8500 for an upgrade? Talk about the Emperor's New Clothes......,@markarnold8160,0,2024-04-10T13:46:29Z
"Hitting the brakes in a first gen Leaf doesn't actually start doing any regen, you'd be better off putting the shifter in B for more regen down hills",@Raz31337,0,2024-04-10T13:45:41Z
More cheap cars videos pleaseeee,@marcs174,0,2024-04-10T13:45:39Z
"EVs are disposals, this is why brand new EVs  only worth paying dirt, if you have paid over £1k for brand new ev you been ripped off by the dealer",@carlishiggins,0,2024-04-10T13:41:39Z
Waiting for the new Tycan Turbo GT in Carwow Drag race..!!! 🙂,@aakashchoudhuri,0,2024-04-10T13:41:20Z
Put engine into electric car after battery loose health 😂,@nazimalinaqvi9422,0,2024-04-10T13:40:41Z
Good luck to you all but I’m sticking with my diesel,@darrenhaywood6021,0,2024-04-10T13:38:52Z
I mean...new EV's are a rip-off...so it stands to reason used one are equally as silly.,@oskar6661,0,2024-04-10T13:38:34Z
after watching this we are sticking to our 3 ltre diesel 13 year old suv for school runs,@carlishiggins,0,2024-04-10T13:37:31Z
"whats happened to your face ? wrinkled like a 90 year old man, aged very bad in your 20 years on show",@carlishiggins,0,2024-04-10T13:34:46Z
...i suspect like mobile phone batteries....ev batteries will start to fail as such.... Discharging quicker than what it was new....,@genoridgetaylor2242,0,2024-04-10T13:33:45Z
they going to tax ev's £175 next April,@carlishiggins,0,2024-04-10T13:32:59Z
"I will never buy electric vehicle 
Unless I'm forced lol",@flesz_,0,2024-04-10T13:31:46Z
"Battery technology has improve so much, that old Nissan leaf is stoneage compare to the latest battery tecnology.",@kckfen,0,2024-04-10T13:30:29Z
"One of the first EVs on the market, and for £1500 will save you around 10 for every mile when charging from home. 

With my mileage that's 1 year payback 🤯. A petrol will cost me every mile I drive on top 

The more recent EVs fare a hell of a lot better.",@KCTalksEV,0,2024-04-10T13:28:59Z
"Did a quick check, even if just for occasional use, costs £1000 to insure. And is estimated to be valued at £4000. Inevtiable battery replacement would be in the thousands. I'd much rather buy a £2000 yaris, insure it for half as much and spend the money on fuel and a holiday.",@Hello_there_obi,9,2024-04-10T13:28:07Z
Worth pointing out that this car is probably the worst case scenario. It has a small battery so it's probably been fast charged a lot. It has no temperature management so the battery gets hot when fast charging which degrades the battery and because it's so small it's probably been at 100% charge ver often which is even worse for the battery.,@NorwayChallenge,1,2024-04-10T13:26:18Z
Still not ever moving to e.v’s from petrol. (i’ll be dead before the day comes when theres no option.),@GDAWG.,0,2024-04-10T13:25:20Z
Not much to go wrong..... 😂😂😂😂,@andywhitehill8958,0,2024-04-10T13:24:37Z
Please do this with an old Tesla,@Obvsaninternetexpert,0,2024-04-10T13:23:40Z
"Very interesting video, nice if you have to do some more groceries, now I only have a bicycle.",@JayNL,1,2024-04-10T13:22:37Z
"Why choose the worst car for battery management, there are a lot used ev with a Better battery management",@riccardomarinoni6733,0,2024-04-10T13:22:27Z
"~10 years old, 45k miles and only useful for a school run or a short commute. 
Remember that wasn't on predominantly faster roads, in rain or overly cold either so it will be worse as those factors are added. 
On top of that its got mould in it so welcome to a load of respiratory issues if you use it much and it still needs insurance, somewhere to park it and all the rest like any other car. 
There are plug-in hybrids with better range so its hard to see a use case for this thing unless you really want a car but never drive much more than about 30 miles and don't mind paying all the running costs for something with a similar usability to a golf cart. 
By contrast a cheap ice may well be in similar condition and have similar mileage but it will work as a car which can go where you like when you like. 
Even the old line about it being cheap to run is nonsense because it can't do enough mileage to make enough difference in fuel costs compared to an ice to even pay for its own insurance.",@siraff4461,10,2024-04-10T13:21:57Z
I drive a 1.7sdi vw lupo over 200k on clock it does over 50mpg looks like a shed but mechanically sound very reliable. If a little slow £30 a year tax id rather drive that than a note with 60 mile range 😊,@rs5001988,0,2024-04-10T13:21:13Z
"Mat prefers EV, end of the world.",@someluke005,0,2024-04-10T13:20:26Z
"Now, do a video with a petrol car of the same age. You'll be amazed at the range you still get from a 60 litre tank many years later. 

The same as when it was new. Long-term car petrol. EV disposable.",@teddy6888,0,2024-04-10T13:20:18Z
Battery cars are disposable like a mobile phone they are a waste of money as they don't last long,@davidstuart2322,0,2024-04-10T13:20:05Z
What an absolute shite. F**k electric cars,@VaneNaumovski,0,2024-04-10T13:18:46Z
£1500 for an old leaf is an absolute bargain for a little runabout - well done Carwow for some useful info in a cheap old Leaf.,@leakeathon,1,2024-04-10T13:18:03Z
"Ours smelt awful when we first got it, I think had been sitting on a forecourt for ages, mouldy seatbelts etc, changing the mingin cabin filter is what fixed it..",@tonylejean7844,2,2024-04-10T13:17:51Z
60 miles... That's 1/10th of what my diesel car does lol,@AgentSmith911,0,2024-04-10T13:17:26Z
You DO have to worry about how The EV car was driven. Because it sums up all combustion engine problems into one and most expensive component and that's the battery.,@euro_rfx4499,0,2024-04-10T13:16:56Z
The leaf is old and it doesnt have good battery tech like any new electric car would have so they dont wear out like this,@Johannestroan,0,2024-04-10T13:16:31Z
"Iv just unsubscribed, videos are becoming crap and Matt gets right on my pip!!",@michaelfox6643,0,2024-04-10T13:15:35Z
This all down to just two things the battery chemistry and the cooling being a lot less than what is typical but anyway there is open source software as well a cheap programming kit to enable battery upgrades should anyone want a new pack. Some EVs have more or less been hacked and have had their ranges more or less doubled after new cells with much better chemistry have been installed.,@MrKillswitch88,0,2024-04-10T13:15:32Z
"Fair video, unusual when it comes to EVs. As a cheap run around how can you moan. Most £1500 ICE car would be on their last legs. This one can still do the job it was built to do, short local journeys. Definitely a win for the lead",@boothbarmy1882,0,2024-04-10T13:14:57Z
"Drove a 2013 model as a company vehicle servicing fire alarm systems. To get the best range, which was sort of a challenge to me, I timed the traffic lights to run through whenever possible. Rather than use the brakes, I shifted into ECO mode, which improved the regeneration, ultimately resulting in a higher than advertised range. Overall, it is an excellent city computer vehicle, which in Canada at the time cost $ 1.50 to charge 15 kwh.",@ivorscruton5121,0,2024-04-10T13:13:10Z
It's older than 10 years registered in June 2013. A low mileage example though under 50k. An overnight charge on the lowest tariff would be £2,@1maico1,0,2024-04-10T13:12:58Z
"Very informative, I've always wondered about long term value and future proofing battery chemistry in electric vehicles. If I buy today, and they put out a newer safer and more energy dense type of battery, would I be stuck with some early adopter FOMO or could I upgrade as needed. Sounds like, for the leaf at least, there was some real opportunity to extend the life of the battery and possibly upgrade the range. I wonder if that's the case for all EV's.


Saw a video of an Ionic where the owner had to replace the battery, and it was as much as the whole car cost to replace the battery! Hope they sort all that before I buy into EV's.",@chasebemis1976,0,2024-04-10T13:12:46Z
So you cant choose in google maps the shortest route???,@someluke005,0,2024-04-10T13:12:25Z
RAC are amazing. Leave people stranded for hours but happy to have a van on standby for bricktop matt to deliberately break down. Total jokers.,@DaleSteel,0,2024-04-10T13:09:30Z
"Great for 1.5k, not so great for 5+.",@AmosDohms,0,2024-04-10T13:09:13Z
Do thus with a Model S next... that car was built by a penny pinching Renault executive... it has no water cooling,@ch4.hayabusa,0,2024-04-10T13:08:55Z
Good to say I have noticed some thing good about Nissan. Electric cars .they don't burn like any eletric cars.telsa have a problem of their cars burning just like that.and any other brands.so if u want a safe electric cars the e leaf is the best yes the tech is far behind.but safety to me it's what it's important.latupeni from south Africa cape town,@Ncebatupeni,0,2024-04-10T13:07:27Z
ive been looking at getting an older 14 15 plate i3 since my first car an 09 i10 had caused me nothing but trouble with the engine. i have a 5 mile commute to school. this has confirmed that its a decent idea especiall since theyre like 8k used,@Nicki_Minaj05,0,2024-04-10T13:06:48Z
"Secondhand EVs are even MORE of a concern than your usual Petrol/Diesel car! You still have your mechanical worries like brakes, CVs, driveshafts, wheel bearings, wheels n tyres etc Then you also have even more electrical issues. But the much, MUCH bigger worry of a ruined battery and a ruined battery will pretty much write the car off! This car is super low mileage for its age (I'd guess previous owners were old farts?) But the battery on this is clearly knackered! 50 miles on a full charge is shite! So a car like this will only be worth it if you NEVER do any long journeys and just use it to pootle into town here n there and can have the car on charge on your drive constantly. If you don't have a driveway and can't park near your house then these are utter SHITE and that's without kids and drunks pulling the charging lead out for a laugh! Plus you can guarantee that as soon as the majority make the switch to crappy EVs then the government will whack up the tax on electricity and dramatically increase EV road tax prices. There is no way on Earth that our government will just give up all that money they presently make on Petrol and Diesel tax when people change over to EVs and they will then start mullering EV drivers on anything they possibly can!",@davekennedy6315,0,2024-04-10T13:06:35Z
Is he for real. Hes talking about abit of wind noise on a 11 year old £1500 leaf. I mean wtf,@DaleSteel,0,2024-04-10T13:04:19Z
For that money you could buy a diesel or petrol car that breaks down after 10 miles and you have polluted the planet and made people sick,@derekr1113,0,2024-04-10T13:04:12Z
"The leaf was a miserable car when it was new, this one is tragic lol.",@thunderbug8640,0,2024-04-10T13:03:38Z
Those nissan fuel trip computer range is like that they move around quite a lot they're not a stable as other brands,@neilmurphy845,0,2024-04-10T13:03:17Z
"For the alge growing near the windows, use Rodalon. Very effective. The inside rubber that rubs against the window when it opens and closes, was getting green on my 2017 fiesta. Cleaned it away, used Rodalon and problem is solved. It'll also kill mold and remove odours.",@idiocracy9530,0,2024-04-10T13:02:47Z
"imagine having a petrol car that on a full tank, it had the low fuel light on come on with in a couple minutes.  thats what this is like.",@KingLuis1985,0,2024-04-10T13:01:04Z
Important to note that the Leaf has really poor battery management. Air cooled and degrades fast. An EV released today wouldn't be nearly as bad. Check out an older Tesla or the BMW i3 for a better comparison.,@r5LgxTbQ,0,2024-04-10T13:01:01Z
Cheers just put me off electric cars even more.lol,@robfallon6346,0,2024-04-10T13:00:40Z
Now do the same with similar mileage Prius,@stillbreeze99,0,2024-04-10T12:59:40Z
That car at 09:43 shows a bad cut in the tyre's side wall. Doesn't look very safe.,@cabottaxi,0,2024-04-10T12:59:33Z
"I have noticed recently Matt/Car wow MASSIVELY lacking in actual new car reviews? The competitors like autotrader now have videos out on new models long before carwow. It seems Matt has shifted his focus on endless dragrace videos which sometimes are fun!! But the whole point of carwow was to review cars and new models in helping owners decide before purchasing their new vehicles. Unfortunately I feel if you visit carwow now you get endless videos of drags races from hyper cars.. which yes may get more views.. (for now) but you will lose a large chunk of your audience over time as you becoming a drag race channel. No hate. Just frustrating I have to watch autotrader videos now for new models.. one example. The new mini countryman, I could go on and on 🤷 still love Matt and this channel. Just a thought.",@benlockhart25,0,2024-04-10T12:59:21Z
"These are my favourite type of videos, especially with ""old"" electric cars, great idea!",@PrometheusSansei,29,2024-04-10T12:59:19Z
Great episode Mat. That would be a perfect town car for most people especially if they can charge at home.,@recumbentrocks2929,1,2024-04-10T12:59:05Z
so matt is telling us poor people this is our future,@murphychris9811,0,2024-04-10T12:57:31Z
The Nissan LEAF in terms of engine notes looks like the Energica MotoE bike.,@purwantiallan5089,0,2024-04-10T12:56:35Z
So sad its the useless Chademo plug. Nice car otherwise.,@MyrKnof,0,2024-04-10T12:56:18Z
Some of the comments LOL. This video when right over their heads.,@Lemming1970,0,2024-04-10T12:54:27Z
"Yes, but it can go well or wrong and in a forum some one has a Leaf with more than 10 years ald lot of Kms of daily use and the battery change is 12.500 euros so ... the car worth nothing. The range is 60km, the batteri has to change. Electric cars will not sell well second hand and arround 10 years.",@locualoein8543,0,2024-04-10T12:53:39Z
"As soon as he said “2013 Nissan Leaf” I knew it wasn’t going to be good. Nissan upgraded the battery cooling after 2013 to increase longevity of the battery health.  And overall, this generation of Leaf is just a city car.  I love my 2015… but only as a daily in the city.",@colinboynton192,0,2024-04-10T12:49:56Z
All EV’s are throw away items.  The only good EV = No EV,@1970boggy,0,2024-04-10T12:49:33Z
I reckon you probably forgot that you’re still capable of acting like an adult and producing a video for grown ups ! 🤣😂🤣👏👍,@antonoat,0,2024-04-10T12:48:48Z
"So a 2013 battery only lasts 11 years (70% SOH). Is this why manufacturers only give you 8 years becasue they know it probably only get a few years more. The car has only done less than 47,000 miles. Still think there is a way to go before I get one. I have a 2007 Golf that's done 148,000 miles and still get around 500 miles on a full tank. There are a few things wrong with it and it could fail anytime but I have been saying this for the last 3 years.",@tedbearfudge,0,2024-04-10T12:46:43Z
I bought an old Peugeot Ion you remember them. Small ev 50miles range now. Perfect for me on the isle of wight for nipping around and parking in very small spaces in tourist season.,@CJMVector321190,0,2024-04-10T12:46:07Z
"moral of the story, don't buy cars through carwow",@NomadicTom,0,2024-04-10T12:45:37Z
Sorry matt. Their is anxiety buying used EV. The battery life/condition,@KingofInterns,0,2024-04-10T12:45:31Z
"My ‘petrol’ car is also a 2013 plate, and guess what it works perfectly fine, I still get 300 ish miles of range from a full tank. I don’t need to spend several thousand for a new battery pack. And that’s why electric cars are crap.",@marksapollo,0,2024-04-10T12:43:53Z
"Isn't the original Nissan Leaf the only EV on the second hand market that has no thermal conditioning, so the battery degrades quicker than EVs that followed it?

So it's an outlier when it comes to the market as a whole.",@Paul-yh8km,0,2024-04-10T12:43:51Z
Why is it acceptable for a car to lose 30% range in 11 years?,@cussco,0,2024-04-10T12:40:52Z
"Anne Summers was proof that batteries were a bad idea. 

😉🐰",@Hrossey,1,2024-04-10T12:38:35Z
"£1500 with 60 mile range in warm ish conditions, you can keep it, just looked on auto trader and seen loads of petrol cars below £1500 and below 45k miles and I bet if you filled them with fuel they wouldn't be far off the mpg they started with, so its a 24 kw battery and you have to charge it to full so in theory its not £1.80 to do 60 miles its £3.60. Think I will stick with dino juice. New ev yes but to buy a second hand 10 year ev no way.",@ricardo-iw9sq,0,2024-04-10T12:37:49Z
10 years on the road and ready to be put in a landfill. EVs are a complete waste of resources.,@ErikSWE,0,2024-04-10T12:37:14Z
"If all you can afford is a 1500 quid car, you can't afford to upgrade the battery to a worthwhile range.

If we're really honest, it's a pensioners mobility scooter, take the old duffers to the bingo, the shops and hope the kids come to you for a visit.",@dodgywheelsandropeywiring5697,0,2024-04-10T12:36:59Z
"Issue is those old Nissans don't have actively thermally managed batteries.

They are rubbish.",@vorno102,0,2024-04-10T12:36:52Z
"My 2014 LEAF with 112000km still above 94% SOH.
I use it daily to drive to work and back, also with -26 deg.C........
This car is NOT FOR LONG DISTASNCE DRIVING.
You can do it in case of emmergency, it has a fast charge port, but don't think you can use it like a Tesla.",@rvo8915,0,2024-04-10T12:36:49Z
"NOBODY! Wants to get in / on anything and have to worry about if the ride is going to make it or NOT!
((OR BLOW UP!)) before you get there.",@getphuked2,0,2024-04-10T12:36:36Z
"Matt, why are you always farting so hard in every video?",@Dr.BaLLista,0,2024-04-10T12:35:48Z
The Leaf is notorious for their battery health since it is not actually actively cooled so they don't last very long,@jonathan102,20,2024-04-10T12:35:37Z
Its shows how disposable evs are !,@StephenButlerOne,0,2024-04-10T12:34:56Z
"bUt eLecTrIc iS tHe fUtuRe...
yeah i let others have it, i'm fine with living in the past",@mhh3,0,2024-04-10T12:33:53Z
"I did milton keynes to hunstanton and back over easter, no charge needed. I do have a 59kw newer leaf though, this was with a suitcase, a child and 2 adults in it.
The tip was 216 miles. + we drove a bit around hunstanton, and we had heating on on the way back because it was evening time. got home with 5% left",@thornbottle,2,2024-04-10T12:33:35Z
"i don’t think I had to touch the brake pedal when cruising down a hill, for regen to kick in. Just not depressing the accelerator pedal was enough, I think.",@georgeginsburg545,0,2024-04-10T12:33:10Z
44k miles and battery is unusable brother,@mooriis,0,2024-04-10T12:32:49Z
"Excellent, very interesting and informative",@jstokvis,5,2024-04-10T12:31:20Z
an old ice car same year same mileage would keep going,@carlishiggins,0,2024-04-10T12:31:11Z
"What I was expecting: blatant and stale anti-EV propaganda.
What I actually get: mostly unbiased facts about EVs.

As a BEV owner, I'm astonished.
That's true, old BEVs are full of limitations, either technical or technological. But if you can get around those, they'll get the job donry.",@tozzasque,1,2024-04-10T12:30:39Z
"Cheapest car you will ever own to eun if you only need it for small short journeys i use mine as a second car mine has 128k miles on and still drives like a relatively new car no creeks or rattles etc. Still on original breaks,",@randunufdo1,1,2024-04-10T12:30:08Z
Where have I seen this video before…,@SamRommer,0,2024-04-10T12:27:00Z
The charging port is what kills this thing... CHAdeMo is rare nowadays,@JimnyVR5,0,2024-04-10T12:26:31Z
"Golf I 1.6 Diesel after 50 Years:
Fill me up - we have a 600km trip to do!",@Valnjes,0,2024-04-10T12:23:48Z
"@DankPods

It's your nugget",@iamcarl4591,0,2024-04-10T12:23:38Z
Well it's old but it doesn't have many miles,@diegoyuiop,0,2024-04-10T12:23:23Z
"My 2011 Leaf went down to 40-ish miles of range, on its second battery, which was only about 40k miles old. I loved that car, but 40 miles? I sold it for $4500 cash money to a guy who intended to drive it 8 miles a day on his level-ground commute. So win-win. Tesla since then, 140k miles and battery still at around 90% original capacity.",@GetOutsideYourself,4,2024-04-10T12:22:22Z
"to the guys who are anti EV after seeing this video:
1. this car and all other japanese, european are bad at producing EV. Only tesla and chinese manufacturers know how to build cheap and good EVs.
2. This was 1st mass produced car, which had bad technology from the start (chademo, no cooling/heating battery, bad chemistry)
3. Today, chinese car shows that you can achieve 350-800 km, super fast charges on one charge, and very low degradation
4. CATL biggest battery manufacturer says that their battery will be cheaper (around 3k usd, not 7k like now) and they are now selling batteries for busses with 1-1,5 mln kilometres without degradation. 
So we need to remember that japanese/european offer is quite bad, overpriced tech. 
Plus this is 10 years old car. The good thing there are niche caompanies giving second life to these cars, on is putting bigger used battery (there is a video where guy put the biggest 62 and has around 400+km of range and is driving on highway) the second companies are doing custom batteries with cooling/heating technology around batteries, giving them better condition and range)

Plus I'm really shocked with the price 1500 gbp? In Poland one of moto-youtubers are selling his family car nissan, with maybe slighlty better battery condition for around 7k gbp.
So for 1500 gbp you can get ev + you can pay 10k euro for changing the battery for bigger one in Netherland and for around 15k you might have EV doing 350-420 km on one charge. 
New cars with similiar range costs 30-40k gbp. Hmm. Just wondering is it worth.",@LittleBoobsLover,2,2024-04-10T12:21:35Z
"Great video, i loved my old 24kWh leaf. I bought it used and sold 1 year later for a profit. Cheapest vehicle i ever owned and ran.",@CharlesHaworth,7,2024-04-10T12:21:33Z
"Speaking of EV's.. will you be able to test the Xiaomi SU7 soon? I mean, a Porsche Taycan for the price of a Model 3! Pretty interesting",@mkreku,0,2024-04-10T12:21:02Z
Hahahahaha I love reading the EV sheeple comments... TRYING to defend their milk floats 🤣🤣🤣,@drewukdrew,0,2024-04-10T12:19:45Z
"Where's 0-60, 1/4 mile run?",@HAWGGY85,1,2024-04-10T12:19:08Z
Can't compare 2013 EVs to 2024 which have BMS systems and better efficiency. This is like comparing a £1500 car to a £20000 one.,@hydraflyer,0,2024-04-10T12:17:20Z
"I have to disagree that theyll be good cars on the used car market. ive got a little panda for a run about thats not much older than the leaf, its got more miles and gets 400 miles to a tank that takes 5 minutes to fill :) ICE cars also dont have a battery pack thatll need changing when it gets that bad. If i changed the engine in the little panda i've got, it would cost alot less",@TomMountainbiker1994,0,2024-04-10T12:15:04Z
"Super informative video..
Always wanted to know how it would be to own an old EV..
Grand job Mat and the crew..
❤",@NoName-is6py,6,2024-04-10T12:14:52Z
"Someone at work has the first year model of this Leaf. Still on the original battery. It only has 70km of range, which is more than enough for his 50km commute one way to the office, where he can charge it and drive back home. However, when winter comes, the range can drop to as low as 40km indicated depending if the outside temp drops below freezing , which makes it a range anxiety a chilly reality 🥶",@Fabulousprofound168,0,2024-04-10T12:14:37Z
I got stuck behind one of these that was causing a traffic jam on the motorway last week only for it to pull onto the hard shoulder at 30mph. No doubt it ran out of battery 😂,@Lewis_Treff97,0,2024-04-10T12:13:29Z
This video is definition of why electric cars are a SCAM,@anony-mousex,0,2024-04-10T12:13:09Z
Leaf was the real ev revolution even though Tesla gets all the credit.,@Formulka,0,2024-04-10T12:12:32Z
